,text,label
4499,nikki minaj is proof that natural is better  minimal is best  some of you all hoes be overdoing it,__label__offensive
3763,hey if i stir a spider rockstar and monster together and chug it would i definitely be hospitalized or just maybe asking for a friend,__label__non_offensive
2460,wait a min you nigga bitch lol         i do not give a damn if it cont httptco9vemnxduql,__label__offensive
2580,      that is 5 years away from legal drinking age and 14 year old pussy  ahaha eat ice cream not pussy bud,__label__offensive
2610,  pussy pussy pussy marijauna wannnnaaa,__label__offensive
811,    when you see a bitch nigga subtweet you httptcovvhehwdrwf,__label__offensive
1930,    thats when you say this bitch aint got no job  ,__label__offensive
3883,here we go this fat bitch started talking and now will never stop,__label__offensive
99,  so much hoes,__label__offensive
4254,chill with the thirst bitch my chicks right next to me for real hoe,__label__offensive
2590,  fake bitches i do not want your hugs ,__label__offensive
4479,lol niggas out here saving hoes  ,__label__offensive
1201,met a foreign bitch at wesley    she better call me,__label__offensive
1870,  and you know best about the bird moves,__label__non_offensive
3600,    these judges are fuckin retarded,__label__offensive
1778,    once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic ,__label__offensive
4410,  before i went off to college i wanted to get a ukulele but quickly realised i would be a bigger fag than the guitar kid in the quad,__label__offensive
2775,school sucks more dick than the hoes who attend it,__label__offensive
1078,    you are a faggot if you ever had the kim possible bbm notification,__label__offensive
4028,temples playing with my life i might be i working bitch this semester cuz i am not paying outta pocket,__label__offensive
2362,now da   fans bacc you all niccas kill me aint tweeted shit all damn game,__label__offensive
3439,slide in that hoe dms like  ,__label__offensive
2099,bitch goin downnnn hillllll,__label__offensive
1000,  knocked that bitch soul out her body lol,__label__offensive
529,say it to me when i confront you pussy fuck,__label__offensive
1614,finally running the game and everybody trippin now but ion give a fuck i got their bitches drippin now,__label__offensive
2943,it is kind of funny when people tell me they have not seen me in years and where have i been like at home bitch,__label__offensive
4463,  imma pull up on you eat on that pussy and dip ,__label__offensive
3945,      i am a joke having hoes aint shit i am just looking for the first girl i loved when i am in these bitches that is  ,__label__offensive
1345,fuckin moron snortin oxycontin wearin cotton oxymoron like buff faggots playin sissy dikes,__label__offensive
252,dear ugly hoes stop playing hard to get you are already hard to want,__label__offensive
1756,    after ya girl walks in ya crib and has hoes for ya niggas httptcole1r8tiwd1,__label__offensive
521,      bbc anal creampie bitch httptco3xneg5mnrk,__label__offensive
2592,lol this girl makes fun of guys for having like light voices but i am just like bitch your voice is like deeper than five men together wtf,__label__offensive
472,    finally mellie got some back bone i might like her this season 1976 pussy  ,__label__offensive
1099,    first off fuck your bitch and the click you claim,__label__offensive
2075,    everybody fckn everybody bitch amp everybody with the shit that is life,__label__offensive
2694,what is worse than jury duty is the confirmation you get while serving that the general public is retarded,__label__offensive
4159,100 mile dead zone radius around phillygotta go to ny or dc     the tri state needs better bitches,__label__offensive
1679,  ap calls mass governor race for charlie baker watch live coverage on wcvb streaming online httptcos6hy2evoat,__label__non_offensive
3775,somebody put a sticker on my dogs cheek   bitch,__label__offensive
3667,    a milf is a sexy ass mom over 35 if you are 20 you are just a bitch with a baby,__label__offensive
1835,she bitch goddess thinks she owns new york wait    ,__label__offensive
1831,    i would like to issue a formal apology to israel for our piece of shit antisemitic president and his retarded secretary o ,__label__offensive
2877,  might go to plaq hc  who you gone go with,__label__offensive
1111,brrr hoe dichter bij het sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de prozwartepieten hoek engvolk,__label__offensive
1840,  my favorite time of da day happy hour   the bad bitches come out and the ok hoes at home doing makeup,__label__offensive
2605,  17 missed calls   yo po bitch twitter finna be screamn  ,__label__offensive
3992,lmao did u really just call me a hoe lol       yeah you hoe,__label__offensive
3613,   still should have walked over and said something pussy,__label__offensive
2487,    do not know how you yankees fans listen to kay every night absolutely brutal just nonsensical blah blah blah blah radio n ,__label__non_offensive
2194,  bitch just meet me up here lol,__label__offensive
842,    you always say we dont love these hoes yet yo girl a hoe httptcoeuool79wdq,__label__offensive
347,  the biebs is getting fucked right in the pussy,__label__offensive
2734,whheeet bitch you lying,__label__offensive
1030,  is worse than the jig i am convinced,__label__non_offensive
654,  that one ex you cannot seem to get overltltlt  an is a cunt,__label__offensive
4449,thinking you are the godfather of maddiston lol you are the fucking wee bitch man if you have got a problem come to mine al snap ur spine,__label__offensive
1175,  use monkey maker you prick,__label__offensive
2054,the little bitch told me sloppy top was a hoppy that is when she gave me sloppy toppy like the sloppy toppy goddess,__label__offensive
2387,    bitch u boutta drown tryna be a hoe     twitpic a no bra selfie showing nipples  httptcot6wbovivo ,__label__offensive
431,    chantel is not a side hoe bc apparently she is lesbian im done with life all these months hating her for no reason,__label__offensive
3776,    i thought he would think it was cuteyou know like when you shut your clam up for 5 minutes  ,__label__non_offensive
1369,remy machiavelli send shots to ya belly   my bitch  ,__label__offensive
3013,man i rather see the morning selfies of bitches who dont change they look with the case of the mondays then see the jaybey poster ijs,__label__offensive
1566,  dam bitch,__label__offensive
3046,im the niggah she really wanna ride wit,__label__offensive
4003,    i would get a girlfriend if i had hoes tho lmaoo,__label__offensive
1745,when the teachers aid trys acting like she is the teacher bitch please,__label__offensive
1935,  so the fat bitches who ride dick with a tshirt on  ,__label__offensive
4170,    you gotta be able to keep a bitch on her feet or she will be on her knees with the next nigga,__label__offensive
1667,      cannot dm wigga cause i cannot even get a follow back  ,__label__offensive
333,happy birthday fag   love ya,__label__offensive
3285,  i am here now hoe,__label__offensive
2299,      you are the biggest two faced bitch i have ever met  you will not  her,__label__offensive
3238,    pat martin is gonna show some yankees a thing or two at the james beard house tonight httptcocrwy99x7eq,__label__non_offensive
2435,      i agree 100 no naturalized citizenship no anchor baby amnesty all go to parents country of origin,__label__non_offensive
1282,    i aint gonna text first cus pride bitch,__label__offensive
3257,    bae go talk to your hoesme httptcokkk5psbv9f,__label__offensive
2665,    yas bitch  do not have too much fun,__label__offensive
4647,yea bitch   how dat shit feel httptcoc7h0tfjdet,__label__offensive
532,    halloween use to be a holiday for kids it is now national dress like your inner hoe day,__label__offensive
3402,greatwhiteprivilege straight people are like   we all just be nice to each other  and queer people are httptcomikfblnzii,__label__offensive
33,  now i am chewy high with a hard ass dick ooh there goes my pager could it be a trick bitch,__label__offensive
2371,the steelers new uniforms look like homosexual bumblebees  ,__label__offensive
2939,  lmaoooo aye people person so you know lil rico got hoes hahaha,__label__offensive
1998,      kanye is best when a good piece of pussy fucks him over,__label__offensive
